id,date,shelter_name,city,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,day_of_week,month,is_holiday,temperature,rainfall_mm,area_population,staff_count,funding_level,food_availability_score,medical_facilities_available,children_count,senior_citizens_count,new_admissions,exits_today,emergency_cases,unemployment_rate,crime_rate,covid_cases_city,public_event_impact
511,06-01-2024,Daya Sagar,Hyderabad,TS,166,151,15,91.0,56,54,46,Winter,Needs maintenance,Saturday,1,0,35.3,18.7,1000922,44,Low,3,1,74,41,4,11,0,13.7,12.6,3,0
512,24-08-2024,Umeed Ki Kiran,Jaipur,RJ,137,100,37,73.0,53,47,53,Monsoon,Excellent condition,Saturday,8,0,33.0,265.0,1734449,17,Medium,2,1,70,50,24,18,9,8.9,13.5,327,0
513,21-09-2023,Jeevan Jyoti Shelter,Chennai,TN,243,212,31,87.2,64,55,45,Monsoon,No issues reported,Thursday,9,1,38.9,134.5,515590,24,High,7,1,25,15,21,16,3,13.2,6.8,447,1
514,06-08-2025,Jeevan Jyoti Shelter,Pune,MH,278,218,60,78.4,45,60,40,Monsoon,New admissions pending,Wednesday,8,0,15.5,153.1,1483284,39,Low,1,0,55,23,27,19,9,10.1,1.2,164,0
515,30-12-2023,Sahara Vikas Kendra,Ahmedabad,GJ,267,177,90,66.3,30,49,51,Winter,Needs maintenance,Saturday,12,0,19.9,188.0,1167374,9,Low,6,0,21,49,6,10,4,17.9,13.1,414,1
516,20-04-2025,Premalaya Home,Ahmedabad,GJ,290,163,127,56.2,67,41,59,Summer,Needs maintenance,Sunday,4,0,15.2,277.9,3049610,13,Medium,6,1,18,13,22,12,1,13.9,3.4,420,1
517,04-06-2025,Jeevan Jyoti Shelter,Surat,GJ,293,250,43,85.3,31,44,56,Monsoon,Needs maintenance,Wednesday,6,0,31.2,5.7,2348756,33,Medium,3,1,30,2,3,7,4,17.3,9.7,127,0
518,05-07-2024,Umeed Ki Kiran,Jaipur,RJ,143,108,35,75.5,29,50,50,Monsoon,High demand,Friday,7,0,37.5,143.1,2838107,10,Low,2,0,25,33,19,9,9,15.5,1.3,44,1
519,17-03-2025,Premalaya Home,Ahmedabad,GJ,234,145,89,62.0,18,50,50,Summer,Needs maintenance,Monday,3,1,21.1,206.3,80257,29,High,2,0,41,32,3,7,3,16.5,6.6,217,1
520,24-10-2023,Daya Sagar,Jaipur,RJ,166,124,42,74.7,27,59,41,Autumn,High demand,Tuesday,10,0,38.2,216.8,4651731,35,High,9,1,40,49,29,19,7,15.2,14.8,234,1
521,19-06-2025,Umeed Ki Kiran,Ahmedabad,GJ,182,135,47,74.2,29,45,55,Monsoon,No issues reported,Thursday,6,0,16.5,207.8,1035257,26,Medium,5,0,22,23,14,7,0,9.9,2.4,135,0
522,20-10-2024,Premalaya Home,Bangalore,KA,58,50,8,86.2,49,46,54,Autumn,Normal,Sunday,10,0,38.4,40.3,1151267,6,High,7,0,46,8,26,8,4,6.8,6.9,167,1
523,10-09-2025,Premalaya Home,Pune,MH,260,228,32,87.7,25,53,47,Monsoon,No issues reported,Wednesday,9,1,23.8,89.8,2105845,49,High,5,1,12,12,20,6,9,8.6,5.3,480,0
524,09-10-2024,Navjeevan Griha,Bangalore,KA,287,250,37,87.1,52,58,42,Autumn,Excellent condition,Wednesday,10,0,17.5,107.6,468829,9,Medium,7,1,65,1,4,13,0,3.3,13.7,236,1
525,29-09-2023,Sahara Vikas Kendra,Pune,MH,66,61,5,92.4,25,60,40,Monsoon,Excellent condition,Friday,9,0,27.1,241.3,2685466,31,High,4,1,65,6,23,1,9,10.9,13.2,92,0
526,16-08-2025,Jeevan Jyoti Shelter,Hyderabad,TS,56,54,2,96.4,46,50,50,Monsoon,New admissions pending,Saturday,8,0,21.4,83.6,3488780,29,Medium,8,0,15,47,8,10,9,10.6,4.3,4,1
527,20-07-2024,Sahara Vikas Kendra,Bangalore,KA,152,132,20,86.8,30,46,54,Monsoon,New admissions pending,Saturday,7,0,22.1,63.2,4165345,12,Low,7,1,72,20,1,7,3,10.9,2.1,155,0
528,25-09-2023,Navjeevan Griha,Bangalore,KA,186,133,53,71.5,39,45,55,Monsoon,Excellent condition,Monday,9,0,22.7,287.2,4788202,59,Medium,5,1,27,18,26,12,7,17.6,9.8,244,0
529,12-11-2023,Karuna Bhavan,Surat,GJ,236,157,79,66.5,35,41,59,Autumn,High demand,Sunday,11,0,35.1,2.7,1596933,5,Low,6,0,76,24,6,14,0,16.7,5.7,359,1
530,07-02-2024,Navjeevan Griha,Kolkata,WB,286,217,69,75.9,38,45,55,Winter,High demand,Wednesday,2,0,28.5,299.3,375329,24,Low,5,1,34,46,16,2,1,5.4,10.4,80,1
531,24-12-2023,Premalaya Home,Pune,MH,90,72,18,80.0,68,41,59,Winter,No issues reported,Sunday,12,0,22.8,203.0,3006151,48,High,7,0,40,21,15,13,0,8.5,1.4,246,1
532,12-10-2023,Navjeevan Griha,Kolkata,WB,241,153,88,63.5,35,58,42,Autumn,High demand,Thursday,10,1,30.3,248.5,1277222,27,High,2,0,76,10,16,14,6,9.4,2.9,342,1
533,26-09-2024,Umeed Ki Kiran,Mumbai,MH,115,106,9,92.2,26,50,50,Monsoon,High demand,Thursday,9,1,32.9,88.4,3417851,36,High,5,0,30,32,19,1,1,8.4,10.6,492,0
534,04-08-2025,Manav Seva Sangam,Kolkata,WB,126,88,38,69.8,41,48,52,Monsoon,Excellent condition,Monday,8,0,21.8,4.3,1593812,15,Medium,3,0,31,31,25,18,0,15.0,4.0,136,1
535,04-10-2024,Manav Seva Sangam,Mumbai,MH,160,111,49,69.4,62,43,57,Autumn,Needs maintenance,Friday,10,0,25.3,221.4,915256,43,High,9,0,53,20,22,11,5,10.9,13.0,385,0
536,22-04-2024,Sahara Vikas Kendra,Ahmedabad,GJ,154,119,35,77.3,47,50,50,Summer,No issues reported,Monday,4,1,18.0,250.2,50917,51,Low,6,0,71,38,1,19,5,11.6,1.8,62,1
537,30-06-2024,Daya Sagar,Surat,GJ,192,179,13,93.2,51,48,52,Monsoon,Excellent condition,Sunday,6,0,19.5,222.1,4523447,58,High,3,1,58,19,10,3,9,15.8,4.0,479,0
538,10-09-2025,Asha Deep Shelter,Kolkata,WB,128,99,29,77.3,47,46,54,Monsoon,New admissions pending,Wednesday,9,0,32.0,42.9,312091,28,High,7,1,40,7,1,2,1,15.1,15.0,306,0
539,11-01-2025,Apna Ghar Ashram,Bangalore,KA,106,95,11,89.6,22,58,42,Winter,New admissions pending,Saturday,1,0,19.5,226.0,453157,15,Medium,4,1,65,41,0,4,0,5.0,7.1,115,0
540,22-02-2025,Asha Deep Shelter,Surat,GJ,112,97,15,86.6,25,56,44,Winter,Excellent condition,Saturday,2,0,28.1,230.7,299265,33,Medium,3,0,53,36,25,2,9,13.7,10.8,112,1
541,09-03-2025,Sahara Vikas Kendra,Ahmedabad,GJ,86,62,24,72.1,26,54,46,Summer,High demand,Sunday,3,1,32.7,197.6,1434822,58,Low,8,1,39,8,1,14,2,9.5,3.6,30,1
542,28-07-2024,Navjeevan Griha,Hyderabad,TS,217,160,57,73.7,48,59,41,Monsoon,Excellent condition,Sunday,7,0,17.7,229.8,1857402,30,Medium,4,0,27,24,28,18,9,7.4,9.5,6,0
543,20-02-2024,Asha Deep Shelter,Chennai,TN,189,130,59,68.8,50,57,43,Winter,No issues reported,Tuesday,2,0,29.2,253.8,1999902,20,High,1,1,36,24,22,1,4,3.8,11.2,413,0
544,07-11-2024,Manav Seva Sangam,Delhi,DL,195,162,33,83.1,41,59,41,Autumn,No issues reported,Thursday,11,0,21.4,184.1,1185371,39,Medium,6,0,64,32,8,11,5,10.3,5.4,441,0
545,05-11-2023,Premalaya Home,Pune,MH,165,137,28,83.0,45,58,42,Autumn,No issues reported,Sunday,11,0,39.1,26.6,378821,24,Low,1,1,73,1,21,4,2,8.3,12.6,2,0
546,12-09-2025,Sahara Vikas Kendra,Pune,MH,89,84,5,94.4,45,53,47,Monsoon,New admissions pending,Friday,9,0,27.1,146.3,709987,50,High,5,0,54,18,25,16,8,6.8,9.4,306,0
547,25-11-2023,Jeevan Jyoti Shelter,Pune,MH,231,140,91,60.6,53,46,54,Autumn,High demand,Saturday,11,0,35.1,23.3,293877,7,Low,7,1,3,45,1,13,4,13.4,6.4,242,1
548,10-04-2024,Premalaya Home,Pune,MH,146,113,33,77.4,39,58,42,Summer,New admissions pending,Wednesday,4,0,28.8,122.3,3395026,5,Medium,6,0,9,19,27,9,1,14.5,8.8,55,0
549,12-11-2024,Apna Ghar Ashram,Hyderabad,TS,202,166,36,82.2,69,59,41,Autumn,High demand,Tuesday,11,0,16.1,122.1,1597419,57,Medium,2,1,46,41,14,2,9,6.7,9.1,72,1
550,06-11-2023,Daya Sagar,Pune,MH,66,49,17,74.2,67,59,41,Autumn,New admissions pending,Monday,11,0,30.8,19.8,970759,51,Low,4,0,74,40,9,3,5,3.7,3.3,9,1
551,16-01-2024,Sahara Vikas Kendra,Hyderabad,TS,216,178,38,82.4,19,49,51,Winter,No issues reported,Tuesday,1,0,38.8,104.6,1811369,5,High,2,1,13,41,14,5,7,15.7,6.6,60,1
552,01-10-2023,Jeevan Jyoti Shelter,Ahmedabad,GJ,286,228,58,79.7,48,52,48,Autumn,New admissions pending,Sunday,10,0,30.0,33.3,3298140,21,Medium,1,1,37,28,9,15,5,3.1,5.8,493,0
553,11-03-2024,Premalaya Home,Pune,MH,134,82,52,61.2,22,44,56,Summer,No issues reported,Monday,3,0,35.5,242.5,2263697,6,Medium,3,1,11,5,28,6,3,17.1,6.6,49,0
554,04-05-2024,Asha Deep Shelter,Surat,GJ,297,219,78,73.7,33,58,42,Summer,Needs maintenance,Saturday,5,0,37.1,284.3,1517172,33,High,3,0,44,16,24,14,5,12.4,11.7,121,0
555,15-08-2025,Umeed Ki Kiran,Kolkata,WB,203,144,59,70.9,34,47,53,Monsoon,New admissions pending,Friday,8,0,20.7,21.7,1908997,24,Medium,7,0,16,59,22,19,7,7.8,7.8,174,0
556,01-07-2024,Karuna Bhavan,Kolkata,WB,85,66,19,77.6,54,46,54,Monsoon,High demand,Monday,7,0,20.3,286.5,1468826,10,Low,1,0,79,24,26,10,7,6.7,14.2,473,1
557,29-01-2025,Sahara Vikas Kendra,Surat,GJ,111,87,24,78.4,63,55,45,Winter,New admissions pending,Wednesday,1,0,30.3,156.8,4530967,12,Medium,9,0,34,37,16,0,9,3.1,5.1,0,1
558,07-11-2023,Sahara Vikas Kendra,Pune,MH,105,76,29,72.4,37,47,53,Autumn,Excellent condition,Tuesday,11,0,25.3,89.9,1479290,33,Medium,6,0,65,3,27,4,1,6.5,6.8,477,1
559,23-03-2024,Daya Sagar,Kolkata,WB,246,149,97,60.6,23,44,56,Summer,High demand,Saturday,3,0,36.0,23.1,2170711,52,High,4,1,74,29,8,12,7,5.1,12.0,440,0
560,04-02-2024,Daya Sagar,Chennai,TN,246,228,18,92.7,67,46,54,Winter,Needs maintenance,Sunday,2,0,37.5,150.2,571244,55,Low,3,0,40,19,17,13,5,12.2,8.6,37,0
561,13-02-2025,Daya Sagar,Surat,GJ,221,192,29,86.9,60,50,50,Winter,Excellent condition,Thursday,2,0,23.8,238.4,1449769,37,High,3,1,66,2,3,8,1,5.5,8.7,189,0
562,07-02-2024,Manav Seva Sangam,Hyderabad,TS,242,203,39,83.9,54,46,54,Winter,High demand,Wednesday,2,0,20.9,212.1,2545389,7,Medium,2,1,28,22,8,16,0,10.9,1.7,78,0
563,29-02-2024,Premalaya Home,Pune,MH,227,211,16,93.0,68,51,49,Winter,No issues reported,Thursday,2,0,34.5,15.1,4689059,39,Medium,2,0,17,50,15,14,5,11.9,6.6,344,0
564,04-03-2024,Umeed Ki Kiran,Kolkata,WB,229,146,83,63.8,59,49,51,Summer,Excellent condition,Monday,3,0,21.9,21.9,538051,9,High,5,1,19,17,3,6,6,7.5,4.8,453,0
565,10-05-2025,Apna Ghar Ashram,Delhi,DL,221,174,47,78.7,39,54,46,Summer,High demand,Saturday,5,0,35.6,120.9,875782,31,High,9,0,13,25,15,11,9,3.5,15.0,337,1
566,26-07-2025,Karuna Bhavan,Kolkata,WB,295,270,25,91.5,28,55,45,Monsoon,Excellent condition,Saturday,7,0,25.6,88.6,489439,48,High,2,0,33,55,18,5,4,3.6,5.3,448,1
567,28-11-2023,Apna Ghar Ashram,Bangalore,KA,129,84,45,65.1,35,49,51,Autumn,Excellent condition,Tuesday,11,0,31.7,69.7,3667597,16,Low,2,0,48,35,0,15,9,3.4,13.4,189,0
568,17-12-2024,Karuna Bhavan,Kolkata,WB,247,224,23,90.7,61,59,41,Winter,Excellent condition,Tuesday,12,0,17.4,84.3,4659770,24,Medium,6,1,53,7,22,4,7,14.1,10.5,183,1
569,29-03-2025,Umeed Ki Kiran,Mumbai,MH,146,73,73,50.0,66,47,53,Summer,High demand,Saturday,3,1,30.6,241.0,1314134,49,High,2,0,30,16,5,8,8,7.8,5.8,66,1
570,28-11-2024,Manav Seva Sangam,Surat,GJ,243,214,29,88.1,48,40,60,Autumn,Needs maintenance,Thursday,11,0,26.3,278.8,1944554,24,Medium,4,0,57,30,9,13,3,14.9,8.6,16,1
571,17-01-2024,Navjeevan Griha,Pune,MH,121,102,19,84.3,57,42,58,Winter,High demand,Wednesday,1,0,29.7,121.5,4765700,13,Low,6,0,41,36,15,7,6,9.5,12.8,382,1
572,19-05-2025,Manav Seva Sangam,Mumbai,MH,115,75,40,65.2,31,56,44,Summer,Excellent condition,Monday,5,0,19.2,271.8,997272,43,Low,5,1,57,44,3,13,7,9.8,13.4,367,0
573,15-06-2024,Daya Sagar,Surat,GJ,171,121,50,70.8,34,47,53,Monsoon,Normal,Saturday,6,0,33.4,96.4,4964082,8,Low,1,0,29,56,21,11,5,10.7,3.2,391,1
574,09-11-2023,Jeevan Jyoti Shelter,Bangalore,KA,272,168,104,61.8,65,59,41,Autumn,Needs maintenance,Thursday,11,0,36.6,142.9,3181603,55,Low,6,1,24,32,21,9,1,13.7,5.8,315,0
575,13-10-2024,Manav Seva Sangam,Kolkata,WB,240,186,54,77.5,32,60,40,Autumn,Excellent condition,Sunday,10,0,20.4,67.8,3835961,58,Medium,1,1,62,26,12,19,6,7.1,5.7,496,0
576,28-10-2023,Asha Deep Shelter,Mumbai,MH,166,103,63,62.0,41,51,49,Autumn,New admissions pending,Saturday,10,1,17.4,192.1,3169734,23,Low,3,0,18,44,15,19,8,4.8,1.6,295,1
577,16-05-2024,Jeevan Jyoti Shelter,Pune,MH,167,112,55,67.1,18,42,58,Summer,New admissions pending,Thursday,5,0,15.6,293.7,761943,42,Low,5,1,71,3,19,12,4,11.3,9.4,208,0
578,29-12-2023,Jeevan Jyoti Shelter,Ahmedabad,GJ,209,180,29,86.1,37,47,53,Winter,New admissions pending,Friday,12,1,31.0,181.0,2287300,31,High,5,1,7,21,29,18,1,7.9,13.0,344,1
579,08-02-2024,Premalaya Home,Chennai,TN,190,130,60,68.4,48,55,45,Winter,Needs maintenance,Thursday,2,0,30.2,107.3,4275389,49,Low,6,0,2,25,28,14,3,9.6,6.3,445,0
580,03-09-2025,Apna Ghar Ashram,Jaipur,RJ,221,219,2,99.1,58,45,55,Monsoon,High demand,Wednesday,9,0,28.7,194.3,2671158,47,High,8,0,66,31,5,7,2,12.7,11.4,40,0
581,03-01-2024,Apna Ghar Ashram,Chennai,TN,253,178,75,70.4,48,42,58,Winter,Normal,Wednesday,1,0,20.8,36.9,3201478,17,Low,5,0,16,23,25,9,3,10.4,9.8,395,1
582,31-03-2024,Asha Deep Shelter,Chennai,TN,124,73,51,58.9,18,47,53,Summer,High demand,Sunday,3,1,24.8,266.6,2488064,17,Low,1,1,13,45,10,2,9,12.3,6.3,476,1
583,16-11-2024,Asha Deep Shelter,Surat,GJ,140,122,18,87.1,51,53,47,Autumn,Normal,Saturday,11,0,29.9,150.9,4280207,26,High,5,0,8,34,23,2,6,11.2,3.0,472,0
584,02-08-2024,Navjeevan Griha,Bangalore,KA,198,148,50,74.7,51,45,55,Monsoon,High demand,Friday,8,0,27.4,134.8,2048173,32,Low,3,1,61,36,28,4,9,14.1,10.9,114,1
585,10-01-2024,Karuna Bhavan,Surat,GJ,241,157,84,65.1,67,60,40,Winter,High demand,Wednesday,1,0,39.7,175.8,4856546,56,Medium,4,1,20,31,2,15,7,13.6,13.0,99,0
586,19-04-2024,Umeed Ki Kiran,Ahmedabad,GJ,106,63,43,59.4,23,54,46,Summer,Normal,Friday,4,0,18.4,187.4,4756797,51,Medium,8,1,75,6,19,16,0,11.0,10.6,372,1
587,27-01-2025,Apna Ghar Ashram,Bangalore,KA,249,169,80,67.9,55,55,45,Winter,No issues reported,Monday,1,0,32.4,21.5,3623258,57,Low,7,1,36,32,9,5,7,13.2,1.3,437,0
588,17-07-2024,Manav Seva Sangam,Delhi,DL,233,202,31,86.7,25,50,50,Monsoon,No issues reported,Wednesday,7,0,25.1,204.8,1540017,49,Medium,5,1,10,30,28,19,4,16.1,4.0,344,0
589,04-10-2024,Daya Sagar,Chennai,TN,278,218,60,78.4,38,55,45,Autumn,Excellent condition,Friday,10,0,25.7,72.6,3152641,26,High,2,0,19,54,27,19,6,9.5,2.0,348,0
590,09-05-2025,Jeevan Jyoti Shelter,Bangalore,KA,189,98,91,51.9,22,57,43,Summer,Excellent condition,Friday,5,0,32.9,214.2,919446,47,Low,6,0,34,11,29,15,0,9.2,9.0,138,0
591,09-09-2024,Asha Deep Shelter,Jaipur,RJ,290,243,47,83.8,61,42,58,Monsoon,New admissions pending,Monday,9,0,32.3,246.8,691593,23,Low,6,1,52,10,0,1,1,14.5,11.6,315,0
592,22-05-2024,Navjeevan Griha,Bangalore,KA,298,159,139,53.4,33,46,54,Summer,New admissions pending,Wednesday,5,0,39.8,241.2,3701361,12,High,6,1,46,23,19,19,0,11.7,2.5,323,1
593,21-02-2024,Umeed Ki Kiran,Jaipur,RJ,66,60,6,90.9,67,60,40,Winter,High demand,Wednesday,2,0,18.2,165.8,1517130,56,High,9,0,74,7,10,14,4,4.1,12.7,333,0
594,03-10-2024,Premalaya Home,Chennai,TN,284,214,70,75.4,64,56,44,Autumn,High demand,Thursday,10,0,17.6,156.1,1584227,12,High,8,0,51,31,25,17,5,16.4,8.8,301,1
595,30-01-2025,Sahara Vikas Kendra,Bangalore,KA,174,158,16,90.8,63,40,60,Winter,High demand,Thursday,1,0,33.1,42.9,2347905,46,Low,8,1,7,56,25,0,9,3.5,10.7,293,1
596,22-10-2024,Asha Deep Shelter,Ahmedabad,GJ,168,122,46,72.6,66,41,59,Autumn,Needs maintenance,Tuesday,10,0,29.5,232.6,4276405,30,High,1,1,3,37,11,18,8,14.2,14.6,444,0
597,14-10-2024,Navjeevan Griha,Hyderabad,TS,89,78,11,87.6,40,41,59,Autumn,Excellent condition,Monday,10,0,21.9,81.4,4247079,52,High,5,0,26,59,13,11,7,14.4,2.2,16,0
598,11-02-2024,Karuna Bhavan,Kolkata,WB,150,136,14,90.7,56,44,56,Winter,Excellent condition,Sunday,2,0,17.0,149.0,2637551,55,Medium,7,0,43,21,24,7,6,17.3,13.6,321,1
599,16-10-2024,Premalaya Home,Chennai,TN,231,178,53,77.1,19,53,47,Autumn,Needs maintenance,Wednesday,10,0,17.1,85.3,4159070,30,Medium,6,1,39,33,7,5,4,3.8,2.8,455,0
600,28-01-2024,Premalaya Home,Hyderabad,TS,77,61,16,79.2,19,54,46,Winter,Normal,Sunday,1,0,37.4,40.1,3448116,27,Low,5,0,46,18,10,11,2,12.0,6.5,291,0
601,06-04-2025,Jeevan Jyoti Shelter,Jaipur,RJ,252,173,79,68.7,27,44,56,Summer,High demand,Sunday,4,0,19.8,188.9,2559907,47,Medium,8,0,43,51,3,6,8,9.4,12.9,73,1
602,29-10-2024,Navjeevan Griha,Jaipur,RJ,65,56,9,86.2,55,59,41,Autumn,Normal,Tuesday,10,0,23.1,16.3,1856210,17,Medium,3,1,47,19,27,17,4,8.0,13.7,262,1
603,11-02-2025,Daya Sagar,Delhi,DL,282,204,78,72.3,36,59,41,Winter,No issues reported,Tuesday,2,0,20.7,224.6,4039284,32,High,6,1,51,55,6,13,2,4.4,8.1,483,1
604,12-08-2024,Apna Ghar Ashram,Jaipur,RJ,210,165,45,78.6,32,52,48,Monsoon,No issues reported,Monday,8,0,23.9,95.3,76616,13,High,5,1,67,13,9,7,2,11.4,9.3,15,1
605,22-06-2024,Navjeevan Griha,Hyderabad,TS,161,157,4,97.5,33,56,44,Monsoon,High demand,Saturday,6,0,16.7,0.0,4192887,24,Medium,8,0,10,32,18,19,2,10.2,10.9,13,1
606,02-07-2024,Asha Deep Shelter,Jaipur,RJ,181,138,43,76.2,56,40,60,Monsoon,High demand,Tuesday,7,0,28.0,153.3,4990359,23,Medium,4,1,76,9,24,13,5,4.6,12.7,335,1
607,31-10-2023,Apna Ghar Ashram,Hyderabad,TS,53,36,17,67.9,21,46,54,Autumn,Excellent condition,Tuesday,10,0,16.7,14.1,1284215,52,Medium,8,0,72,15,25,4,0,12.2,2.7,280,0
608,27-09-2023,Sahara Vikas Kendra,Surat,GJ,193,139,54,72.0,33,58,42,Monsoon,Needs maintenance,Wednesday,9,0,35.0,82.9,3888187,43,Low,2,1,3,3,3,8,3,14.1,12.3,360,1
609,27-03-2024,Daya Sagar,Jaipur,RJ,246,135,111,54.9,55,45,55,Summer,Excellent condition,Wednesday,3,0,20.8,212.1,4451207,55,Low,9,1,75,26,1,7,7,14.5,7.7,3,1
610,10-12-2023,Premalaya Home,Kolkata,WB,94,71,23,75.5,54,49,51,Winter,Excellent condition,Sunday,12,0,28.5,18.8,1088218,16,Low,9,0,72,27,25,1,2,16.6,7.3,412,0
611,16-12-2024,Asha Deep Shelter,Jaipur,RJ,60,51,9,85.0,43,60,40,Winter,Needs maintenance,Monday,12,0,37.0,251.8,402365,19,Medium,6,0,76,42,20,15,4,9.1,6.9,126,0
612,18-04-2024,Daya Sagar,Jaipur,RJ,290,217,73,74.8,28,49,51,Summer,High demand,Thursday,4,0,31.3,1.1,2434775,35,Medium,4,1,47,15,17,12,1,17.3,8.1,311,0
613,30-07-2025,Karuna Bhavan,Surat,GJ,170,147,23,86.5,51,40,60,Monsoon,High demand,Wednesday,7,0,28.3,74.0,4159404,59,Low,4,1,25,58,13,6,1,16.0,14.2,5,0
614,30-06-2024,Navjeevan Griha,Hyderabad,TS,186,157,29,84.4,36,40,60,Monsoon,Normal,Sunday,6,0,23.1,222.3,411309,18,Low,6,0,76,51,25,15,6,7.4,8.7,128,0
615,21-02-2024,Karuna Bhavan,Jaipur,RJ,285,242,43,84.9,23,60,40,Winter,Excellent condition,Wednesday,2,0,23.3,94.9,4300167,15,Medium,5,1,38,32,15,6,9,5.4,14.3,422,0
616,29-12-2023,Umeed Ki Kiran,Surat,GJ,278,260,18,93.5,60,42,58,Winter,No issues reported,Friday,12,1,31.7,30.6,3368843,30,High,6,0,57,47,21,13,2,9.5,3.5,384,1
617,08-04-2025,Manav Seva Sangam,Bangalore,KA,241,140,101,58.1,28,58,42,Summer,High demand,Tuesday,4,0,39.9,108.1,1967577,46,Low,7,0,18,18,10,13,4,9.0,11.1,370,0
618,30-11-2024,Premalaya Home,Delhi,DL,284,192,92,67.6,21,52,48,Autumn,New admissions pending,Saturday,11,0,31.5,81.1,2642806,31,Medium,7,1,76,20,9,11,2,11.6,12.4,231,0
619,29-10-2023,Premalaya Home,Delhi,DL,247,188,59,76.1,45,47,53,Autumn,New admissions pending,Sunday,10,0,28.9,252.8,1601899,15,Medium,9,0,76,21,16,0,5,11.8,10.5,446,0
620,25-07-2025,Navjeevan Griha,Surat,GJ,273,267,6,97.8,56,56,44,Monsoon,Excellent condition,Friday,7,0,33.3,94.0,827635,42,High,8,0,57,8,13,0,9,14.2,9.5,312,0
621,16-08-2025,Premalaya Home,Bangalore,KA,70,59,11,84.3,65,57,43,Monsoon,High demand,Saturday,8,0,26.6,236.7,763340,38,Medium,6,0,27,8,21,11,2,10.6,8.9,194,1
622,15-03-2025,Apna Ghar Ashram,Delhi,DL,246,145,101,58.9,23,58,42,Summer,High demand,Saturday,3,0,16.5,267.6,328495,47,Medium,6,1,65,8,3,19,7,4.6,13.1,64,0
623,13-06-2024,Premalaya Home,Hyderabad,TS,119,83,36,69.7,26,47,53,Monsoon,Needs maintenance,Thursday,6,0,29.1,130.1,3330931,23,Low,5,0,9,26,18,14,1,15.9,12.5,320,0
624,05-08-2024,Sahara Vikas Kendra,Hyderabad,TS,70,62,8,88.6,41,49,51,Monsoon,No issues reported,Monday,8,0,38.9,273.0,881257,10,Low,1,1,76,16,1,3,2,7.6,2.7,102,1
625,14-05-2025,Navjeevan Griha,Pune,MH,284,167,117,58.8,35,43,57,Summer,Needs maintenance,Wednesday,5,0,19.4,113.2,1896357,50,High,9,1,57,43,6,6,7,17.6,12.9,276,1
626,29-12-2024,Premalaya Home,Pune,MH,148,114,34,77.0,62,41,59,Winter,No issues reported,Sunday,12,0,32.3,289.2,1929262,56,High,9,1,72,56,8,15,7,4.8,6.8,492,1
627,28-11-2023,Premalaya Home,Surat,GJ,290,213,77,73.4,66,42,58,Autumn,Needs maintenance,Tuesday,11,0,20.0,26.8,3693327,42,Medium,9,0,13,44,27,2,0,17.4,4.6,157,0
628,30-03-2024,Sahara Vikas Kendra,Jaipur,RJ,184,141,43,76.6,29,45,55,Summer,New admissions pending,Saturday,3,0,28.4,206.1,1373173,53,Low,8,0,14,7,18,6,7,4.4,13.2,223,1
629,14-10-2023,Navjeevan Griha,Bangalore,KA,61,38,23,62.3,59,60,40,Autumn,Normal,Saturday,10,0,17.4,148.1,1772199,46,High,3,1,32,15,15,5,9,6.5,7.0,288,1
630,18-01-2024,Premalaya Home,Delhi,DL,100,85,15,85.0,24,48,52,Winter,Needs maintenance,Thursday,1,0,26.3,116.3,2749134,32,High,1,1,16,17,21,15,1,3.7,12.3,431,1
631,13-11-2023,Apna Ghar Ashram,Hyderabad,TS,230,179,51,77.8,58,41,59,Autumn,Excellent condition,Monday,11,0,33.9,189.8,3080486,5,High,8,0,23,58,24,7,6,13.6,4.7,277,0
632,16-01-2024,Asha Deep Shelter,Chennai,TN,259,206,53,79.5,42,43,57,Winter,High demand,Tuesday,1,0,23.7,211.2,4030053,39,Medium,7,1,29,32,15,5,5,15.8,1.1,477,0
633,14-02-2024,Sahara Vikas Kendra,Jaipur,RJ,54,40,14,74.1,59,58,42,Winter,Needs maintenance,Wednesday,2,0,31.6,1.3,750033,44,Low,5,1,61,0,17,9,1,9.5,7.9,181,1
634,06-02-2024,Jeevan Jyoti Shelter,Chennai,TN,196,168,28,85.7,52,55,45,Winter,Needs maintenance,Tuesday,2,0,34.9,50.1,3951403,12,High,7,0,12,11,22,15,4,16.9,2.4,365,0
635,21-06-2025,Jeevan Jyoti Shelter,Hyderabad,TS,207,191,16,92.3,65,56,44,Monsoon,Excellent condition,Saturday,6,0,38.2,213.9,184445,56,Low,4,1,61,5,20,10,6,11.9,11.6,3,0
636,27-02-2025,Jeevan Jyoti Shelter,Bangalore,KA,117,82,35,70.1,26,47,53,Winter,High demand,Thursday,2,0,20.9,199.9,4647855,58,High,9,0,46,40,20,12,7,12.5,4.9,214,0
637,23-11-2024,Karuna Bhavan,Surat,GJ,72,59,13,81.9,62,54,46,Autumn,High demand,Saturday,11,0,25.0,289.8,1895700,51,High,2,0,15,54,10,5,2,15.7,7.2,438,0
638,17-08-2025,Sahara Vikas Kendra,Bangalore,KA,122,114,8,93.4,32,53,47,Monsoon,Normal,Sunday,8,0,18.8,228.3,2716981,11,Low,9,1,65,4,6,0,0,7.5,2.2,427,0
